Series Name;ISO3;Country Name;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Non-wood forest products: average value per hectare per year (current US$);ARM;Armenia;2.752537966;2.782546759;2.725124359;2.720917702;2.763546944;2.754472733;2.780555248;2.810581923;2.8526721;2.930091619;3.049287558;3.12400794;3.174336672;3.316206932;3.189691782;3.173759222;3.222473383;3.23878336;3.30412817;3.28203392;3.328994751;3.352757454;3.415400267;3.493547201;3.559285402;3.613971949
Non-wood forest products: average value per hectare per year (current US$);AZE;Azerbaijan;3.913515806;3.94535923;3.924129963;3.820739746;3.711785078;3.608703136;3.439936399;3.360667706;3.355227709;3.386874437;3.387033701;3.383793592;3.417825937;3.475563765;3.506542206;3.475293159;3.511378765;3.585659504;3.63278079;3.616361618;3.640574932;3.696616173;3.741213799;3.788832188;3.881678343;3.940848827
Non-wood forest products: average value per hectare per year (current US$);BHR;Bahrain;8.337706566;8.422289848;8.490512848;8.948897362;9.38282299;8.942142487;8.842589378;9.002371788;9.689536095;9.81562233;10.06462097;10.16707516;10.59999752;11.0907383;11.44354248;13.3907814;14.41980362;14.60934162;14.671978;14.86973;14.10411644;13.92308617;14.05873489;14.27439976;14.42410088;15.58553696
Non-wood forest products: average value per hectare per year (current US$);BGD;Bangladesh;17.49483109;17.79182434;17.95468521;18.09464836;18.32236862;18.76374245;19.00562286;18.11961365;18.28803253;18.10344696;18.24505806;17.811203;17.37382126;17.30978775;17.02956963;16.95591927;17.0658226;17.0282383;16.2491188;14.95455933;14.54748535;14.60823441;14.79265881;15.06848431;15.28679085;15.2719059
Non-wood forest products: average value per hectare per year (current US$);BTN;Bhutan;10.85756588;11.13293839;11.39387894;11.59451485;11.87384224;12.3085022;12.81664944;13.30684566;13.58432102;13.82764053;14.07813549;14.09405804;14.44706821;14.7694664;14.73317051;14.7695179;14.87321281;14.99747562;15.16364098;13.4278841;13.28902149;13.35051346;13.47352219;13.57039738;13.63042068;13.56250668
Non-wood forest products: average value per hectare per year (current US$);BRN;Brunei;4.260859489;4.53074789;4.743626595;4.976682663;5.156229973;5.345689297;5.616435051;5.84691143;6.104673862;6.423936367;6.82294178;7.119895935;7.345580578;7.499978065;7.765674114;8.000185966;8.247997284;8.473698616;8.557411194;8.656851768;8.710781097;8.674684525;8.753712654;8.944765091;9.043288231;9.056015015
Non-wood forest products: average value per hectare per year (current US$);KHM;Cambodia;5.712734222;5.833171368;5.992656231;6.156843662;6.438943386;6.804692745;7.345346451;7.840314865;8.105295181;8.304333687;8.864927292;9.643797874;10.36596584;10.64727592;10.43898201;10.17051315;10.66846848;11.3883152;11.94284058;12.20224762;12.4920578;13.21752357;13.81088543;14.51936913;15.10901833;15.58782673
Non-wood forest products: average value per hectare per year (current US$);CHN;China;14.54766846;14.76369762;14.96617699;15.03655338;15.1552372;15.41351891;15.43732738;15.29891586;15.25250816;15.46783829;15.66996384;15.81670666;15.92360973;15.97420502;15.85003567;15.8500433;16.01321983;16.11457253;16.16657257;16.28759575;16.38573647;16.55373192;16.623909;16.90426826;17.18752289;17.31830025
Non-wood forest products: average value per hectare per year (current US$);CXR;Christmas_Island;32.10937119;32.69728088;33.26111603;33.6354866;34.14213943;34.91566849;35.70228577;36.25870132;36.28318787;37.10055542;38.67325974;39.86655045;40.94397354;41.72925568;42.05839539;42.38057709;42.82263565;43.62366104;44.38750839;45.21751404;45.66992188;46.12761688;47.27005768;48.16697693;49.02856064;49.61945343
Non-wood forest products: average value per hectare per year (current US$);CYP;Cyprus;17.71335983;18.83066559;19.42469788;20.10521698;21.00655365;21.58281136;21.89357758;21.74026108;22.0266304;22.64353752;23.35251999;24.32683182;25.16517639;25.88603592;26.15303993;26.43481255;26.95765305;27.37425995;26.83320045;26.27650642;25.96315384;26.32391739;26.10823822;26.24352837;26.7456131;27.02245331
Non-wood forest products: average value per hectare per year (current US$);TLS;East_Timor;8.644593239;9.019774437;9.33071804;9.603704453;10.04370308;10.48267841;10.77518272;11.00752258;11.17794704;11.47031879;11.85001469;12.21686172;12.45673275;12.74938869;12.95625973;13.25912666;13.62274551;13.91419601;14.31194496;14.71808243;14.74573803;15.25449944;15.65632343;16.19737244;16.35764694;16.64437103
Non-wood forest products: average value per hectare per year (current US$);GEO;Georgia;2.680290937;2.706269026;2.749640703;2.765206814;2.817990065;2.934283495;3.006502867;2.980609179;3.010992765;3.035526037;3.025402546;3.102168322;3.221567869;3.211386204;3.20997262;3.247953415;3.297311783;3.325189114;3.372483969;3.414316177;3.456953764;3.471563101;3.538680792;3.6240592;3.713709831;3.71962285
Non-wood forest products: average value per hectare per year (current US$);HKG;Hong_Kong;23.06410408;24.21430016;23.59148788;22.85460663;25.20386887;23.00630379;23.179636;21.08830833;20.55602264;20.56882668;21.07352448;21.68526077;22.26649094;22.99707603;23.32884026;23.90678215;24.8167057;25.37496567;26.14724731;26.86468697;27.13266373;27.34762955;28.18628311;28.85072899;29.3987999;29.74988174
Non-wood forest products: average value per hectare per year (current US$);IND;India;15.39073849;15.64796162;15.89342785;15.9909296;16.15022659;16.40856171;15.50696945;14.9396677;14.74219799;14.58040619;14.74200249;14.91034603;14.94388485;14.78201962;14.5429945;14.51717949;14.6221714;14.69806576;14.25364304;13.76500702;13.55698681;13.58755398;13.65827751;13.79991436;13.85891342;13.85193634
Non-wood forest products: average value per hectare per year (current US$);IDN;Indonesia;4.32258606;4.397490025;4.477445602;4.579284191;4.6772089;4.818196297;4.941661358;5.031906128;5.183241367;5.362145424;5.551872253;5.770608425;6.007351875;6.212586403;6.3385849;6.496767044;6.726905823;6.919547558;7.131081581;7.299126148;7.409917831;7.565790653;7.790458202;8.017703056;8.188134193;8.239437103
Non-wood forest products: average value per hectare per year (current US$);IRN;Iran;7.679012775;7.735006332;7.763756275;7.777243614;7.86519146;7.996015072;8.200492859;8.339278221;8.517116547;8.746537209;8.233197212;8.076704979;7.232208252;6.969164371;6.666182995;6.798837662;6.97220993;7.023786545;7.084467411;7.024082184;6.961228848;7.065193653;7.027561665;7.028902054;6.935099125;7.079151154
Non-wood forest products: average value per hectare per year (current US$);IRQ;Iraq;7.622228146;7.882715702;8.093811989;8.261145592;8.245984077;8.24554348;7.220892429;7.290803909;7.319001198;7.393280983;7.215810299;7.096324444;6.815473557;6.521549702;6.328432083;6.746082783;6.954269409;7.283527851;7.425507545;8.119989395;8.173307419;8.18235302;8.14672184;8.461860657;8.461165428;8.323637009
Non-wood forest products: average value per hectare per year (current US$);ISR;Israel;20.44290543;21.64060211;21.54730415;21.915802;22.4824276;22.65536118;22.09686661;21.61992073;22.76306152;24.82677269;26.22049332;29.99990654;32.67839432;35.84088898;37.5209198;40.52284241;44.77238846;47.43373871;48.72312164;49.02127075;48.17118835;49.06907272;48.16897964;49.72542572;50.99080658;51.92244339
Non-wood forest products: average value per hectare per year (current US$);JPN;Japan;20.87361336;21.08246613;21.33133316;21.4777565;21.72459793;22.17181206;22.66746521;22.97112846;23.41269112;24.02584267;24.76210213;25.30290985;25.59272385;25.74868965;25.63839912;25.74811935;26.07383919;26.25527573;26.56991386;26.88796997;27.09419823;27.30031586;27.74804497;28.37106514;28.8164711;29.17100716
Non-wood forest products: average value per hectare per year (current US$);JOR;Jordan;7.533075809;7.733277798;7.931469917;8.042925835;8.380532265;8.950087547;9.265670776;8.947748184;8.937291145;8.844023705;8.913461685;9.15674305;9.506955147;9.606246948;9.690281868;9.914999962;10.45265198;10.92445278;12.02930832;12.03178787;13.01521015;15.04105377;17.64934731;19.42323303;20.80752563;21.40370178
Non-wood forest products: average value per hectare per year (current US$);KAZ;Kazakhstan;3.305725336;3.379701138;3.454311132;3.499525309;3.583851814;3.668412685;3.900388241;3.996370316;4.02307415;3.973144054;4.013076782;4.128787518;4.239904404;4.260279179;4.276931286;4.28583622;4.35963726;4.414414883;4.48878479;4.484684944;4.465137959;4.414421558;4.404156208;4.470095634;4.434682846;4.47110033
Non-wood forest products: average value per hectare per year (current US$);KGZ;Kyrgyzstan;3.082888126;3.153091908;3.181719542;3.202790499;3.241021156;3.332417965;3.481539011;3.185397148;2.493446112;2.194948673;2.02907896;2.03939867;2.060720444;2.070944071;2.073046446;2.115181684;2.164116621;2.184700012;2.196813107;1.983644247;2.010176182;2.018379927;2.052890539;2.104940891;2.14073801;2.184206247
Non-wood forest products: average value per hectare per year (current US$);LAO;Laos;5.612503052;5.714208126;5.819972515;5.881468773;5.979985237;6.130502224;6.25162077;6.225700855;6.219268322;6.330187321;6.486724854;6.657204151;6.670088291;6.591039181;6.509273052;6.533541679;6.542375088;5.941325188;5.790391922;5.764971733;5.570692539;5.65849781;5.675967216;5.798612118;5.922660828;6.003260136
Non-wood forest products: average value per hectare per year (current US$);LBN;Lebanon;7.000322342;7.006588936;6.857185364;6.827145576;6.770030975;6.99507618;7.097734451;7.398880959;7.755696297;8.21423912;8.959104538;12.51325893;14.22089958;16.74089432;19.23266602;20.29756927;21.14991951;20.76500893;20.72793007;20.80888557;21.08612442;21.56859016;21.98532867;22.62798119;23.29821587;23.83203697
Non-wood forest products: average value per hectare per year (current US$);MAC;Macao;29.19268036;29.72719002;28.92002678;29.2455349;29.65766907;30.32959938;27.61331177;28.04366302;28.59716606;29.36522293;29.91834068;30.8414917;31.67500305;32.28251266;33.10816193;33.50605774;34.47044754;35.11523819;35.96068192;36.86951447;37.23839951;37.61159897;38.32542419;39.24102402;39.94294357;40.42433929
Non-wood forest products: average value per hectare per year (current US$);MYS;Malaysia;3.148727417;3.29536891;3.42377162;3.562091827;3.816081762;4.11820507;4.375892162;4.552522659;4.81184864;5.192388535;5.625599861;6.010075092;6.312689304;6.556159496;6.758211136;6.928018093;7.186756134;7.3607831;7.456841946;7.673161983;7.802538395;7.816492081;7.959957123;8.170680046;8.383738518;8.501063347
Non-wood forest products: average value per hectare per year (current US$);MNG;Mongolia;1.333358884;1.357929349;1.381853461;1.39171052;1.401305318;1.420666218;1.442954779;1.46000278;1.461344361;1.496768713;1.541767955;1.587212205;1.628704667;1.664622903;1.67386961;1.691750765;1.733541608;1.772943377;1.771117568;1.806084633;1.817038178;1.848951936;1.888826609;1.940371513;1.985740185;2.004009008
Non-wood forest products: average value per hectare per year (current US$);MMR;Myanmar;6.45595789;6.566540241;6.69479847;6.80105257;6.884167671;7.03805685;7.179428101;7.234090328;7.256007195;7.302530289;7.341974258;7.303279877;7.421274662;7.503341675;7.498509884;7.577979565;7.762259007;7.887770653;7.868659496;7.943371773;7.932466507;8.072533607;8.136212349;8.323471069;8.494494438;8.584633827
Non-wood forest products: average value per hectare per year (current US$);NPL;Nepal;18.22820663;18.47374725;18.69053268;18.81003189;18.9224472;19.26378822;18.31715393;18.16731071;18.06697655;18.17508507;18.43538284;18.59293365;18.48532867;18.23163033;17.64114761;17.18839645;16.65493011;16.19809532;15.70241737;15.01927376;14.33606911;14.079216;13.73810673;13.70452213;13.67579365;13.59562111
Non-wood forest products: average value per hectare per year (current US$);PRK;North_Korea;25.57926559;25.66941452;25.81881714;25.91373253;25.91173363;26.31304359;26.68528557;26.93424416;27.39122581;28.02027702;28.55693817;29.10704231;29.65810776;29.97224808;29.91786385;30.05682945;30.41497993;30.67795563;30.67120552;30.32533264;30.318367;30.56012726;31.06807327;31.70265198;32.03866577;32.46374512
Non-wood forest products: average value per hectare per year (current US$);OMN;Oman;6.102846622;6.123440742;6.026752949;6.083773613;6.264616489;6.620326996;6.807178974;7.006138802;7.171991348;7.506954193;8.363941193;8.765658379;9.074197769;9.308929443;9.39897728;9.531370163;9.791917801;9.812726974;9.820547104;9.874902725;10.39311314;9.872869492;10.01271534;10.84804535;11.04717445;11.15882874
Non-wood forest products: average value per hectare per year (current US$);PAK;Pakistan;12.01134682;12.5824976;13.18187428;13.68257332;14.23815727;14.89899921;14.87476158;15.44205284;14.77665615;13.8635416;14.54451466;15.24722195;15.49040318;15.5224781;15.44908905;15.7607069;16.16971207;16.53053856;16.68548012;16.93797493;17.10514069;17.36883926;17.36853409;17.59134293;17.70400429;18.02902412
Non-wood forest products: average value per hectare per year (current US$);PSE;Palestina;10.50521469;10.54004192;10.70411491;10.7386198;10.89359188;10.95112419;10.89969349;10.75035763;10.98119545;11.53424263;13.1966486;14.83794498;17.71062088;19.70193672;21.01468849;22.63884735;24.64517784;25.67021561;25.76240349;25.70470428;24.33364868;24.52987862;24.24542809;24.98963547;25.6248703;26.84495354
Non-wood forest products: average value per hectare per year (current US$);PHL;Philippines;16.47765541;16.87459373;17.2155056;17.3931179;17.7108326;18.21657944;18.78999519;19.14967537;19.56733322;20.07573318;20.86630249;21.509758;22.10168648;22.45043182;22.69273758;23.07489395;23.60841179;23.82454491;23.34153938;22.57910919;21.88232994;21.85527039;22.16935158;22.61178398;22.93226624;23.01621628
Non-wood forest products: average value per hectare per year (current US$);QAT;Qatar;4.625310421;4.735918522;4.822383404;5.004223347;5.452144146;5.876569271;6.39145422;6.594055653;6.756514549;7.085595131;7.256939888;7.069409847;6.788193703;6.814920425;6.94392252;7.302050591;8.423871994;9.420875549;10.6131773;12.7793684;13.73652363;13.4723587;13.49356461;13.79437733;13.4476738;13.43849659
Non-wood forest products: average value per hectare per year (current US$);SAU;Saudi_Arabia;7.848135948;7.91973114;7.384885311;7.246932507;7.101228714;7.122087955;7.207707405;7.434719563;7.662771702;8.199381828;8.500460625;8.833595276;9.412124634;10.24847889;10.52321529;10.76623917;11.5139246;12.2188139;13.21758747;13.68503761;14.01103592;14.35696602;14.66213608;15.06779099;15.23257542;15.09448338
Non-wood forest products: average value per hectare per year (current US$);SGP;Singapore;22.70358276;23.1541214;23.85158539;22.27086067;21.3234024;16.01233292;17.39975548;17.33453178;17.50039291;16.74483681;16.84886742;17.18626976;17.31585312;19.02758217;18.8228035;19.63321495;20.90624428;26.44268417;30.13541031;46.32836914;48.54079819;52.38291931;54.04470062;56.13037109;58.02800751;60.48409271
Non-wood forest products: average value per hectare per year (current US$);KOR;South_Korea;24.95111656;24.94669151;25.14198875;25.20135689;25.03546333;25.49596786;26.00779533;26.37975502;26.87022018;27.57667542;28.41703606;29.18519211;29.64217567;29.86445236;29.65390778;29.52921104;29.32948303;28.7949276;27.70894051;25.48650742;25.50204086;25.44571114;25.72877121;26.23723984;26.53101921;26.65980721
Non-wood forest products: average value per hectare per year (current US$);LKA;Sri_Lanka;15.94656372;16.23180771;16.59175301;16.69776917;17.01801872;17.3487606;17.72592163;17.97716904;18.37508774;18.93095398;19.60127068;20.09873962;20.55443192;20.7621727;20.58839226;20.72527885;21.1219902;21.63131142;21.69670486;21.03032303;20.67726326;20.76349449;20.94443703;21.15491295;21.39068031;21.46498489
Non-wood forest products: average value per hectare per year (current US$);SYR;Syria;12.35592937;12.62151718;12.51563168;12.40335274;12.29601288;12.2244482;12.09707737;12.19030762;12.55809116;13.12414265;13.52367973;14.30152416;15.00023079;15.36038399;15.87246037;16.97379875;18.32625389;19.60352898;20.40188217;21.83840752;22.78682518;24.77907753;26.92204285;30.06064034;32.93206787;35.0229454
Non-wood forest products: average value per hectare per year (current US$);TWN;Taiwan;24.38486481;24.73253822;25.08554459;25.408144;25.6024704;26.23990631;25.94988823;24.57172966;23.1217289;23.56955719;24.08283615;24.76745796;25.41168594;26.02241135;26.00681686;26.35494995;26.89871216;27.33981133;27.78896332;28.35470772;28.53956413;28.78529167;29.3752861;30.01074409;30.58568382;31.02387238
Non-wood forest products: average value per hectare per year (current US$);TJK;Tajikistan;3.15585351;3.205249548;3.328285456;3.407929182;3.541193247;3.634041548;3.941524267;2.714427948;2.728250027;2.546354294;2.521544218;2.592767239;2.628365993;2.740793228;2.764880419;2.800076962;2.803732157;2.789324522;2.778528214;2.725652456;2.749366999;2.830641747;2.93572855;3.083468199;3.185914516;3.257288694
Non-wood forest products: average value per hectare per year (current US$);THA;Thailand;8.19260788;8.328350067;8.476758957;8.591956139;8.765317917;9.028571129;9.369385719;9.700722694;9.443539619;9.404517174;9.373071671;9.590628624;9.831560135;10.0084486;9.989794731;10.07801914;10.32144165;10.51008511;10.78285027;11.05909061;10.88057709;11.15676498;11.51057053;12.04435825;12.41789818;12.69517231
Non-wood forest products: average value per hectare per year (current US$);TUR;Turkey;4.906400681;4.929338455;4.939459324;4.887111187;4.816329002;4.75833559;4.778370857;4.789151192;4.866581917;4.991018295;5.108473301;5.292927265;5.47880125;5.623382092;5.655055523;5.774279594;5.986715317;6.2339921;6.478880882;6.690452099;6.905596733;7.194010258;7.537871838;7.795250416;8.125390053;8.419840813
Non-wood forest products: average value per hectare per year (current US$);TKM;Turkmenistan;5.827461243;6.102559566;6.279976845;6.438799858;6.818744659;7.154118538;7.827212811;8.232872963;8.608422279;9.483164787;10.01565075;10.37221622;10.63843155;10.81717014;10.81459045;10.74686241;10.46252346;10.50152397;10.07078171;9.976119041;9.962322235;10.12930584;9.801288605;9.008452415;8.717705727;8.786952972
Non-wood forest products: average value per hectare per year (current US$);ARE;United_Arab_Emirates;4.892422199;5.260092258;5.758642197;5.653942585;5.622879982;5.804027081;6.120539665;6.365132809;6.596761227;6.871308804;7.154686928;7.952044964;7.902173996;8.099084854;8.090811729;8.232977867;8.689923286;8.876819611;9.341682434;9.536860466;9.613593102;9.487714767;9.406292915;9.541385651;9.418578148;9.38459301
Non-wood forest products: average value per hectare per year (current US$);UZB;Uzbekistan;3.250925064;3.537680626;3.791269779;3.969079494;4.325003147;4.526965141;5.032331944;3.143776655;3.182633877;2.833493471;2.757203817;2.8272717;2.874108315;2.960618734;3.032263994;3.016915321;3.016703606;2.991643667;2.926070929;2.90596962;2.903809547;2.853471756;2.877545357;3.037876129;3.02868247;3.078630686
Non-wood forest products: average value per hectare per year (current US$);VNM;Vietnam;9.742623329;10.01329803;10.27531052;10.43632126;10.64445686;10.8862381;11.25247955;11.68905735;11.87849903;12.31909084;13.00104332;13.32963848;13.73974419;14.24478245;14.63847065;15.01225758;14.92151833;14.20202827;14.15416813;14.20810032;14.34479046;14.71631241;14.89221764;15.12444782;15.53842354;15.79275513
Non-wood forest products: average value per hectare per year (current US$);YEM;Yemen;20.1593914;20.69141388;21.19447327;21.31599236;21.9107399;22.74687386;23.60064697;24.21811295;25.04295731;27.26856041;29.1174469;31.21518517;35.46067429;38.88504028;40.75756073;43.74483871;46.09235001;49.02871704;54.92179489;56.51021194;56.83642197;57.68847275;59.36087799;61.23736191;62.71699142;59.05276871
Non-wood forest products: average value per hectare per year (current US$);ALB;Albania;3.130914927;3.143534899;3.197481871;3.126444817;3.156708241;3.225732088;3.232347488;3.295648813;3.319253922;3.357226372;3.431737661;3.509666204;3.558380604;3.588870525;3.567681074;3.57782197;3.607050657;3.6213305;3.666502237;3.690454245;3.700776577;3.731647491;3.814264059;3.867363214;3.930899382;4.015360832
Non-wood forest products: average value per hectare per year (current US$);AND;Andorra;9.473464012;10.24985313;10.51992989;13.32471657;10.04266834;10.16019154;9.96872139;9.554891586;9.855083466;10.55804443;11.39700508;11.87805653;12.42051125;12.60069752;12.58834743;12.74210072;13.09020615;12.97111607;13.17886257;13.42297745;13.59242916;13.82933521;14.33300972;14.56743813;14.64000893;14.78627682
Non-wood forest products: average value per hectare per year (current US$);AUT;Austria;14.3557663;14.76367283;15.12863159;15.41296291;15.71284866;16.10188293;16.68221283;17.03612137;17.3945179;17.95971489;18.50914001;19.1361618;19.69423866;20.08602333;20.2631588;20.5783062;21.09523964;21.50310326;21.99644279;22.46332932;22.7796154;23.07253075;23.63912201;24.27759361;24.83220482;25.26106644
Non-wood forest products: average value per hectare per year (current US$);BLR;Belarus;2.678857088;2.719568253;2.73776269;2.756557465;2.75140214;2.779666901;2.708333969;2.630143404;2.593488216;2.65820384;2.722630739;2.793551922;2.86234498;2.917134523;2.915724754;2.951825142;3.008524656;3.051848888;3.115024567;3.15252018;3.194594383;3.199903965;3.253372431;3.32698822;3.381029129;3.417576551
Non-wood forest products: average value per hectare per year (current US$);BEL;Belgium;28.71287346;29.44313049;29.8275032;30.2400074;30.41659737;31.1212101;31.79937363;32.48882675;33.00210953;33.81360626;34.7846756;35.84460831;36.778759;37.52466202;37.77551651;38.12065887;38.86209869;39.57062531;40.22177887;40.89279556;41.2619133;41.61672211;42.37234879;43.34568405;44.21505356;44.78339386
Non-wood forest products: average value per hectare per year (current US$);BIH;Bosnia_and_Herzegovina;3.295567036;3.338167906;3.401206732;3.402016163;3.436540604;3.491671562;3.567841053;3.617917299;3.683933258;3.810970783;3.901324511;4.015921116;4.077683926;4.208560467;4.163381577;4.207619667;4.305440426;4.363544464;4.463408947;4.512400627;4.552735806;4.590598583;4.668896198;4.773257732;4.859498024;4.934495926
Non-wood forest products: average value per hectare per year (current US$);BGR;Bulgaria;3.336001396;3.437257528;3.49745822;3.510729551;3.534421444;3.62054944;3.679620028;3.738808632;3.824410677;3.920471668;4.04570055;4.15220356;4.266310215;4.354980946;4.388789177;4.425885677;4.536922455;4.627342701;4.753518581;4.966794491;5.215890408;6.355105877;7.790101528;8.953887939;9.968820572;10.70775414
Non-wood forest products: average value per hectare per year (current US$);HRV;Croatia;4.376118183;4.48567915;4.537714481;4.61494112;4.608413696;4.698374748;4.795297146;4.860354424;4.989499569;5.222575188;5.375749588;5.563487053;5.762286663;5.887394905;5.902443409;5.9991045;6.135528088;6.250625134;6.380493164;6.537530899;6.677157402;6.701534271;6.867152214;7.03874588;7.237477303;7.335484028
Non-wood forest products: average value per hectare per year (current US$);CZE;Czech_Republic;11.90679455;12.18992901;12.46166039;12.53239059;12.69506741;12.90536308;13.15171337;13.29327393;13.46430874;13.73498154;14.09996605;14.4926815;14.8547411;15.10549164;15.12906742;15.27566242;15.5812521;15.8311367;16.12765503;16.37074089;16.56176376;16.70675278;17.05486107;17.48078728;17.83916855;18.08270836
Non-wood forest products: average value per hectare per year (current US$);DNK;Denmark;10.46432781;10.77107811;10.80043125;10.9889183;10.95105553;11.14750099;11.33050728;11.38187027;11.61148167;11.90724182;12.30235195;12.72882938;13.04217052;13.31298542;13.4492836;13.72162724;14.05948353;14.20235348;14.51231861;14.72669506;14.88769245;15.07981777;15.46122837;15.92845058;16.08312035;16.365242
Non-wood forest products: average value per hectare per year (current US$);EST;Estonia;5.841126919;5.835511684;5.803602695;5.779141426;5.707725048;5.777210712;5.700905323;5.547961235;5.495130062;5.517492771;5.363259792;5.421873093;5.416732788;5.398509979;5.412612438;5.41378212;5.485641479;5.495961666;5.584254265;5.626925468;5.658157825;5.647519112;5.681232929;5.777826309;5.850111485;5.919975758
